id,en,zh,phonetic,category,emoji,draw
singer,singer,歌手,/ˈsɪŋə/,jobs,1f9d1_200d_1f3a4,
mechanic,mechanic,修理工,/məˈkænɪk/,jobs,1f9d1_200d_1f527,
judge,judge,法官,/dʒʌdʒ/,jobs,1f9d1_200d_2696_fe0f,
factoryworker,factory worker,工厂工人,/ˈfæktəri ˈwɜːkə/,jobs,1f9d1_200d_1f3ed,
detective,detective,侦探,/dɪˈtektɪv/,jobs,1f575_fe0f,
guard,guard,卫兵,/ɡɑːd/,jobs,1f482,
astronaut,astronaut,宇航员,/ˈæstrənɔːt/,jobs,1f9d1_200d_1f680,
soldier,soldier,士兵,/ˈsəʊldʒə/,jobs,,soldier
nurse,nurse,护士,/nɜːs/,jobs,,nurse
dentist,dentist,牙医,/ˈdentɪst/,jobs,,dentist
barber,barber,理发师,/ˈbɑːbə/,jobs,1f488,barber
waiter,waiter,服务员,/ˈweɪtə/,jobs,,waiter
librarian,librarian,图书管理员,/laɪˈbreəriən/,jobs,,librarian
engineer,engineer,工程师,/ˌendʒɪˈnɪə/,jobs,,engineer
driver,driver,司机,/ˈdraɪvə/,jobs,,driver
postman,postman,邮递员,/ˈpəʊstmən/,jobs,,postman
conductor,conductor,指挥家,/kənˈdʌktə/,jobs,,conductor
vet,vet,兽医,/vet/,jobs,,vet
captain,captain,船长,/ˈkæptɪn/,jobs,,captain
coach,coach,教练,/kəʊtʃ/,jobs,,coach
reporter,reporter,记者,/rɪˈpɔːtə/,jobs,,reporter
tailor,tailor,裁缝,/ˈteɪlə/,jobs,,tailor
planet,planet,行星,/ˈplænɪt/,space,1fa90,
comet,comet,彗星,/ˈkɒmɪt/,space,2604_fe0f,
satellite,satellite,人造卫星,/ˈsætəlaɪt/,space,1f6f0_fe0f,
shootingstar,shooting star,流星,/ˈʃuːtɪŋ stɑː/,space,1f320,
galaxy,galaxy,银河,/ˈɡæləksi/,space,1f30c,
telescope,telescope,望远镜,/ˈtelɪskəʊp/,space,1f52d,
blackhole,black hole,黑洞,/blæk həʊl/,space,,black hole
spacestation,space station,空间站,/speɪs ˈsteɪʃn/,space,,space station
asteroid,asteroid,小行星,/ˈæstərɔɪd/,space,,asteroid
meteor,meteor,陨石,/ˈmiːtiə/,space,,meteor
orbit,orbit,轨道,/ˈɔːbɪt/,space,,orbit
spacesuit,spacesuit,宇航服,/ˈspeɪssuːt/,space,,spacesuit
princess,princess,公主,/ˌprɪnˈses/,characters,1f478,
prince,prince,王子,/prɪns/,characters,1f934,
mermaid,mermaid,美人鱼,/ˈmɜːmeɪd/,characters,1f9dc,
genie,genie,灯神,/ˈdʒiːni/,characters,1f9de,
zombie,zombie,僵尸,/ˈzɒmbi/,characters,1f9df,
vampire,vampire,吸血鬼,/ˈvæmpaɪə/,characters,1f9db,
elf,elf,精灵,/elf/,characters,1f9dd,
ogre,ogre,食人魔,/ˈəʊɡə/,characters,1f479,
goblin,goblin,小妖怪,/ˈɡɒblɪn/,characters,1f47a,
angel,angel,天使,/ˈeɪndʒəl/,characters,1f47c,
ninja,ninja,忍者,/ˈnɪndʒə/,characters,1f977,
dragon,dragon,龙,/ˈdræɡən/,characters,1f409,
screwdriver,screwdriver,螺丝刀,/ˈskruːdraɪvə/,tools,1fa9b,
bolt,bolt,螺栓,/bəʊlt/,tools,1f529,
gear,gear,齿轮,/ɡɪə/,tools,2699_fe0f,
saw,saw,锯子,/sɔː/,tools,1fa9a,
axe,axe,斧头,/æks/,tools,1fa93,
magnet,magnet,磁铁,/ˈmæɡnət/,tools,1f9f2,
rope,rope,绳子,/rəʊp/,tools,1faa2,
chain,chain,链条,/tʃeɪn/,tools,26d3_fe0f,
brick,brick,砖头,/brɪk/,tools,1f9f1,
fireextinguisher,fire extinguisher,灭火器,/ˈfaɪə ɪkˈstɪŋɡwɪʃə/,tools,1f9ef,
oildrum,oil drum,油桶,/ɔɪl drʌm/,tools,1f6e2_fe0f,
compass,compass,指南针,/ˈkʌmpəs/,tools,1f9ed,
shovel,shovel,铲子,/ˈʃʌvl/,tools,,shovel
drill,drill,电钻,/drɪl/,tools,,drill
nail,nail,钉子,/neɪl/,tools,,nail
pliers,pliers,老虎钳,/ˈplaɪəz/,tools,,pliers
toolbox,toolbox,工具箱,/ˈtuːlbɒks/,tools,,toolbox
tapemeasure,tape measure,卷尺,/teɪp ˈmeʒə/,tools,,tape measure
wheelbarrow,wheelbarrow,手推车,/ˈwiːlbærəʊ/,tools,,wheelbarrow
telephone,telephone,电话,/ˈtelɪfəʊn/,electronics,260e_fe0f,
desktop,desktop,台式电脑,/ˈdesktɒp/,electronics,1f5a5_fe0f,
keyboard,keyboard,键盘,/ˈkiːbɔːd/,electronics,2328_fe0f,
mouse2,mouse,鼠标,/maʊs/,electronics,1f5b1_fe0f,
printer,printer,打印机,/ˈprɪntə/,electronics,1f5a8_fe0f,
videocamera,video camera,摄像机,/ˈvɪdiəʊ ˈkæmərə/,electronics,1f3a5,
radio,radio,收音机,/ˈreɪdiəʊ/,electronics,1f4fb,
gamecontroller,game controller,游戏手柄,/ɡeɪm kənˈtrəʊlə/,electronics,1f3ae,
joystick,joystick,摇杆,/ˈdʒɔɪstɪk/,electronics,1f579_fe0f,
battery,battery,电池,/ˈbætri/,electronics,1f50b,
plug,plug,插头,/plʌɡ/,electronics,1f50c,
CD,CD,光盘,/ˌsiː ˈdiː/,electronics,1f4bf,
cassette,cassette,磁带,/kəˈset/,electronics,1f4fc,
floppy,floppy,软盘,/ˈflɒpi/,electronics,1f4be,
satellitedish,satellite dish,卫星天线,/ˈsætəlaɪt dɪʃ/,electronics,1f4e1,
tablet,tablet,平板电脑,/ˈtæblət/,electronics,,tablet
remotecontrol,remote control,遥控器,/rɪˈməʊt kənˈtrəʊl/,electronics,,remote control
speaker,speaker,音箱,/ˈspiːkə/,electronics,1f50a,speaker
smartwatch,smartwatch,智能手表,/ˈsmɑːtwɒtʃ/,electronics,,smartwatch
e-reader,e-reader,电子书阅读器,/ˈiː riːdə/,electronics,,e-reader
drone,drone,无人机,/drəʊn/,electronics,,drone
bandage,bandage,创可贴,/ˈbændɪdʒ/,health,1fa79,
pill,pill,药片,/pɪl/,health,1f48a,
stethoscope,stethoscope,听诊器,/ˈsteθəskəʊp/,health,1fa7a,
germ,germ,细菌,/dʒɜːm/,health,1f9a0,
medicine,medicine,药,/ˈmedsn/,health,,medicine
fever,fever,发烧,/ˈfiːvə/,health,1f975,fever
cough,cough,咳嗽,/kɒf/,health,,cough
sneeze,sneeze,打喷嚏,/sniːz/,health,1f927,sneeze
flu,flu,流感,/fluː/,health,,flu
injection,injection,打针,/ɪnˈdʒekʃn/,health,1f489,injection
dizzy,dizzy,头晕,/ˈdɪzi/,health,1f635_200d_1f4ab,dizzy
healthy,healthy,健康,/ˈhelθi/,health,,healthy
headache,headache,头疼,/ˈhedeɪk/,health,,headache
vitamin,vitamin,维生素,/ˈvɪtəmɪn/,health,,vitamin
Christmastree,Christmas tree,圣诞树,/ˈkrɪsməs triː/,festivals,1f384,
Halloweenpumpkin,Halloween pumpkin,万圣节南瓜,/ˌhæləʊˈiːn ˈpʌmpkɪn/,festivals,1f383,
confetti,confetti,彩色纸屑,/kənˈfeti/,festivals,1f38a,
lantern,lantern,灯笼,/ˈlæntən/,festivals,1f3ee,
firecracker,firecracker,鞭炮,/ˈfaɪəkrækə/,festivals,1f9e8,
fireworks,fireworks,烟花,/ˈfaɪəwɜːks/,festivals,1f386,
sparkler,sparkler,仙女棒,/ˈspɑːklə/,festivals,1f387,
mooncake,mooncake,月饼,/ˈmuːnkeɪk/,festivals,1f96e,
redenvelope,red envelope,红包,/red ˈenvələʊp/,festivals,1f9e7,
pinata,pinata,皮纳塔,/pɪˈnjɑːtə/,festivals,1fa85,
Christmasstocking,Christmas stocking,圣诞袜,/ˈkrɪsməs ˈstɒkɪŋ/,festivals,,Christmas stocking
candycane,candy cane,拐杖糖,/ˈkændi keɪn/,festivals,,candy cane
partyhat,party hat,派对帽,/ˈpɑːti hæt/,festivals,,party hat
SpringFestival,Spring Festival,春节,/sprɪŋ ˈfestɪvl/,festivals,,Spring Festival
Mid-AutumnFestival,Mid-Autumn Festival,中秋节,/mɪd ˈɔːtəm ˈfestɪvl/,festivals,,Mid-Autumn Festival
DragonBoatFestival,Dragon Boat Festival,端午节,/ˈdræɡən bəʊt ˈfestɪvl/,festivals,,Dragon Boat Festival
LanternFestival,Lantern Festival,元宵节,/ˈlæntən ˈfestɪvl/,festivals,,Lantern Festival
Easter,Easter,复活节,/ˈiːstə/,festivals,,Easter
thumbsup,thumbs up,点赞,/θʌmz ʌp/,actions,1f44d,
thumbsdown,thumbs down,差评,/θʌmz daʊn/,actions,1f44e,
OKhand,OK hand,OK手势,/ˌəʊˈkeɪ hænd/,actions,1f44c,
victory,victory,胜利手势,/ˈvɪktəri/,actions,270c_fe0f,
fistbump,fist bump,碰拳,/fɪst bʌmp/,actions,1f44a,
wavegoodbye,wave goodbye,挥手告别,/weɪv ɡədˈbaɪ/,actions,1f44b,
point,point,指向,/pɔɪnt/,actions,1f449,
handshake,handshake,握手,/ˈhændʃeɪk/,actions,1f91d,
shrug,shrug,耸肩,/ʃrʌɡ/,actions,1f937,
facepalm,facepalm,捂脸,/ˈfeɪspɑːm/,actions,1f926,
sw-and,and,和,/ænd/,sightwords,,and
sw-away,away,离开；远去,/əˈweɪ/,sightwords,,away
sw-come,come,来,/kʌm/,sightwords,,come
sw-for,for,为了,/fɔː(r)/,sightwords,,for
sw-go,go,去,/ɡəʊ/,sightwords,,go
sw-here,here,这里,/hɪə(r)/,sightwords,,here
sw-is,is,是,/ɪz/,sightwords,,is
sw-it,it,它,/ɪt/,sightwords,,it
sw-little,little,小的,/ˈlɪtl/,sightwords,,little
sw-look,look,看,/lʊk/,sightwords,,look
sw-me,me,我（宾格）,/miː/,sightwords,,me
sw-my,my,我的,/maɪ/,sightwords,,my
sw-play,play,玩,/pleɪ/,sightwords,,play
sw-said,said,说（say 的过去式）,/sed/,sightwords,,said
sw-see,see,看见,/siː/,sightwords,,see
sw-the,the,这个（定冠词）,/ðə/,sightwords,,the
sw-to,to,到；向,/tuː/,sightwords,,to
sw-we,we,我们,/wiː/,sightwords,,we
sw-where,where,哪里,/weə(r)/,sightwords,,where
sw-you,you,你；你们,/juː/,sightwords,,you
sw-all,all,全部；所有,/ɔːl/,sightwords,,all
sw-am,am,是（be 的第一人称）,/æm/,sightwords,,am
sw-are,are,是,/ɑː(r)/,sightwords,,are
sw-at,at,在,/æt/,sightwords,,at
sw-ate,ate,吃（eat 的过去式）,/et/,sightwords,,ate
sw-be,be,是；成为,/biː/,sightwords,,be
sw-but,but,但是,/bʌt/,sightwords,,but
sw-came,came,来（come 的过去式）,/keɪm/,sightwords,,came
sw-did,did,做（do 的过去式）,/dɪd/,sightwords,,did
sw-do,do,做,/duː/,sightwords,,do
sw-get,get,得到,/ɡet/,sightwords,,get
sw-have,have,有,/hæv/,sightwords,,have
sw-he,he,他,/hiː/,sightwords,,he
sw-into,into,到…里面,/ˈɪntuː/,sightwords,,into
sw-like,like,喜欢,/laɪk/,sightwords,,like
sw-must,must,必须,/mʌst/,sightwords,,must
sw-no,no,不,/nəʊ/,sightwords,,no
sw-now,now,现在,/naʊ/,sightwords,,now
sw-on,on,在…上面,/ɒn/,sightwords,,on
sw-our,our,我们的,/ˈaʊə(r)/,sightwords,,our
sw-please,please,请,/pliːz/,sightwords,,please
sw-say,say,说,/seɪ/,sightwords,,say
sw-she,she,她,/ʃiː/,sightwords,,she
sw-so,so,所以,/səʊ/,sightwords,,so
sw-soon,soon,很快,/suːn/,sightwords,,soon
sw-that,that,那个,/ðæt/,sightwords,,that
sw-there,there,那里,/ðeə(r)/,sightwords,,there
sw-they,they,他们,/ðeɪ/,sightwords,,they
sw-this,this,这个,/ðɪs/,sightwords,,this
sw-too,too,也,/tuː/,sightwords,,too
sw-under,under,在…下面,/ˈʌndə(r)/,sightwords,,under
sw-want,want,想要,/wɒnt/,sightwords,,want
sw-was,was,是（is/am 的过去式）,/wɒz/,sightwords,,was
sw-went,went,去（go 的过去式）,/went/,sightwords,,went
sw-what,what,什么,/wɒt/,sightwords,,what
sw-who,who,谁,/huː/,sightwords,,who
sw-with,with,和…一起,/wɪð/,sightwords,,with
sw-yes,yes,是的,/jes/,sightwords,,yes
sw-after,after,在…之后,/ˈɑːftə(r)/,sightwords,,after
sw-again,again,又；再,/əˈɡen/,sightwords,,again
sw-an,an,一（个）,/ən/,sightwords,,an
sw-any,any,一些；任何,/ˈeni/,sightwords,,any
sw-as,as,像…一样,/æz/,sightwords,,as
sw-by,by,被；由,/baɪ/,sightwords,,by
sw-could,could,能；可以,/kʊd/,sightwords,,could
sw-every,every,每个,/ˈevri/,sightwords,,every
sw-from,from,从,/frɒm/,sightwords,,from
sw-going,going,将要,/ˈɡəʊɪŋ/,sightwords,,going
sw-has,has,有（have 的第三人称单数）,/hæz/,sightwords,,has
sw-her,her,她的,/hɜː(r)/,sightwords,,her
sw-him,him,他（宾格）,/hɪm/,sightwords,,him
sw-his,his,他的,/hɪz/,sightwords,,his
sw-how,how,怎样,/haʊ/,sightwords,,how
sw-just,just,刚刚,/dʒʌst/,sightwords,,just
sw-know,know,知道,/nəʊ/,sightwords,,know
sw-let,let,让,/let/,sightwords,,let
sw-live,live,居住,/lɪv/,sightwords,,live
sw-may,may,可以,/meɪ/,sightwords,,may
sw-of,of,…的,/əv/,sightwords,,of
sw-once,once,一次,/wʌns/,sightwords,,once
sw-over,over,在…上方,/ˈəʊvə(r)/,sightwords,,over
sw-put,put,放,/pʊt/,sightwords,,put
sw-some,some,一些,/sʌm/,sightwords,,some
sw-stop,stop,停止,/stɒp/,sightwords,,stop
sw-thank,thank,感谢,/θænk/,sightwords,,thank
sw-them,them,他们（宾格）,/ðəm/,sightwords,,them
sw-then,then,然后,/ðen/,sightwords,,then
sw-were,were,是（are 的过去式）,/wɜː(r)/,sightwords,,were
sw-when,when,什么时候,/wen/,sightwords,,when
sw-always,always,总是,/ˈɔːlweɪz/,sightwords,,always
sw-around,around,到处；围绕,/əˈraʊnd/,sightwords,,around
sw-because,because,因为,/bɪˈkɒz/,sightwords,,because
sw-been,been,是（be 的过去分词）,/biːn/,sightwords,,been
sw-before,before,在…之前,/bɪˈfɔː(r)/,sightwords,,before
sw-both,both,两个都,/bəʊθ/,sightwords,,both
sw-does,does,做（do 的第三人称单数）,/dʌz/,sightwords,,does
sw-don-t,don't,不要,/dəʊnt/,sightwords,,don't
sw-found,found,找到（find 的过去式）,/faʊnd/,sightwords,,found
sw-gave,gave,给（give 的过去式）,/ɡeɪv/,sightwords,,gave
sw-goes,goes,去（go 的第三人称单数）,/ɡəʊz/,sightwords,,goes
sw-its,its,它的,/ɪts/,sightwords,,its
sw-made,made,做（make 的过去式）,/meɪd/,sightwords,,made
sw-many,many,许多,/ˈmeni/,sightwords,,many
sw-off,off,离开；关掉,/ɒf/,sightwords,,off
sw-or,or,或者,/ɔː(r)/,sightwords,,or
sw-their,their,他们的,/ðeə(r)/,sightwords,,their
sw-these,these,这些,/ðiːz/,sightwords,,these
sw-those,those,那些,/ðəʊz/,sightwords,,those
sw-upon,upon,在…之上,/əˈpɒn/,sightwords,,upon
sw-us,us,我们（宾格）,/ʌs/,sightwords,,us
sw-use,use,使用,/juːz/,sightwords,,use
sw-very,very,非常,/ˈveri/,sightwords,,very
sw-which,which,哪一个,/wɪtʃ/,sightwords,,which
sw-why,why,为什么,/waɪ/,sightwords,,why
sw-work,work,工作,/wɜːk/,sightwords,,work
sw-would,would,将会,/wʊd/,sightwords,,would
sw-your,your,你的,/jɔː(r)/,sightwords,,your
sw-about,about,关于,/əˈbaʊt/,sightwords,,about
sw-bring,bring,带来,/brɪŋ/,sightwords,,bring
sw-carry,carry,搬运,/ˈkæri/,sightwords,,carry
sw-done,done,完成（do 的过去分词）,/dʌn/,sightwords,,done
sw-grow,grow,生长,/ɡrəʊ/,sightwords,,grow
sw-hold,hold,握住,/həʊld/,sightwords,,hold
sw-hurt,hurt,受伤,/hɜːt/,sightwords,,hurt
sw-if,if,如果,/ɪf/,sightwords,,if
sw-keep,keep,保持,/kiːp/,sightwords,,keep
sw-much,much,许多,/mʌtʃ/,sightwords,,much
sw-myself,myself,我自己,/maɪˈself/,sightwords,,myself
sw-never,never,从不,/ˈnevə(r)/,sightwords,,never
sw-only,only,只；仅仅,/ˈəʊnli/,sightwords,,only
sw-own,own,自己的,/əʊn/,sightwords,,own
sw-shall,shall,将要,/ʃæl/,sightwords,,shall
sw-show,show,展示,/ʃəʊ/,sightwords,,show
sw-start,start,开始,/stɑːt/,sightwords,,start
sw-together,together,一起,/təˈɡeðə(r)/,sightwords,,together
sw-try,try,尝试,/traɪ/,sightwords,,try
sw-word,word,单词,/wɜːd/,sightwords,,word
sw-each,each,每个,/iːtʃ/,sightwords,,each
sw-other,other,其他的,/ˈʌðə(r)/,sightwords,,other
sw-time,time,时间,/taɪm/,sightwords,,time
sw-way,way,路；方法,/weɪ/,sightwords,,way
sw-people,people,人们,/ˈpiːpl/,sightwords,,people
sw-than,than,比,/ðæn/,sightwords,,than
sw-oil,oil,油,/ɔɪl/,sightwords,,oil
sw-part,part,部分,/pɑːt/,sightwords,,part
sw-sound,sound,声音,/saʊnd/,sightwords,,sound
sw-place,place,地方,/pleɪs/,sightwords,,place
sw-most,most,最多的,/məʊst/,sightwords,,most
sw-name,name,名字,/neɪm/,sightwords,,name
sw-sentence,sentence,句子,/ˈsentəns/,sightwords,,sentence
sw-boy,boy,男孩,/bɔɪ/,sightwords,,boy
sw-follow,follow,跟随,/ˈfɒləʊ/,sightwords,,follow
sw-also,also,也,/ˈɔːlsəʊ/,sightwords,,also
sw-form,form,形式；形状,/fɔːm/,sightwords,,form
sw-set,set,放置；一套,/set/,sightwords,,set
sw-another,another,另一个,/əˈnʌðə(r)/,sightwords,,another
sw-large,large,大的,/lɑːdʒ/,sightwords,,large
sw-such,such,这样的,/sʌtʃ/,sightwords,,such
sw-turn,turn,转动,/tɜːn/,sightwords,,turn
sw-men,men,男人们（man 的复数）,/men/,sightwords,,men
sw-need,need,需要,/niːd/,sightwords,,need
sw-home,home,家,/həʊm/,sightwords,,home
sw-move,move,移动,/muːv/,sightwords,,move
sw-picture,picture,图片,/ˈpɪktʃə(r)/,sightwords,,picture
sw-change,change,改变,/tʃeɪndʒ/,sightwords,,change
sw-air,air,空气,/eə(r)/,sightwords,,air
sw-animal,animal,动物,/ˈænɪml/,sightwords,,animal
sw-page,page,页,/peɪdʒ/,sightwords,,page
sw-letter,letter,信；字母,/ˈletə(r)/,sightwords,,letter
sw-study,study,学习,/ˈstʌdi/,sightwords,,study
sw-still,still,仍然,/stɪl/,sightwords,,still
sw-should,should,应该,/ʃʊd/,sightwords,,should
sw-america,America,美国,/əˈmerɪkə/,sightwords,,America
sw-world,world,世界,/wɜːld/,sightwords,,world
sw-add,add,加上,/æd/,sightwords,,add
sw-food,food,食物,/fuːd/,sightwords,,food
sw-country,country,国家,/ˈkʌntri/,sightwords,,country
sw-city,city,城市,/ˈsɪti/,sightwords,,city
sw-eye,eye,眼睛,/aɪ/,sightwords,,eye
sw-thought,thought,想法,/θɔːt/,sightwords,,thought
sw-head,head,头,/hed/,sightwords,,head
sw-few,few,很少的,/fjuː/,sightwords,,few
sw-while,while,当…的时候,/waɪl/,sightwords,,while
sw-might,might,可能,/maɪt/,sightwords,,might
sw-something,something,某事；某物,/ˈsʌmθɪŋ/,sightwords,,something
sw-seem,seem,好像,/siːm/,sightwords,,seem
sw-next,next,下一个,/nekst/,sightwords,,next
sw-example,example,例子,/ɪɡˈzɑːmpl/,sightwords,,example
sw-life,life,生活；生命,/laɪf/,sightwords,,life
sw-often,often,经常,/ˈɒfn/,sightwords,,often
sw-until,until,直到,/ənˈtɪl/,sightwords,,until
sw-children,children,孩子们,/ˈtʃɪldrən/,sightwords,,children
sw-side,side,边,/saɪd/,sightwords,,side
sw-feet,feet,脚（foot 的复数）,/fiːt/,sightwords,,feet
sw-mile,mile,英里,/maɪl/,sightwords,,mile
sw-sea,sea,大海,/siː/,sightwords,,sea
sw-began,began,开始（begin 的过去式）,/bɪˈɡæn/,sightwords,,began
sw-took,took,拿（take 的过去式）,/tʊk/,sightwords,,took
sw-river,river,河,/ˈrɪvə(r)/,sightwords,,river
sw-state,state,州；状态,/steɪt/,sightwords,,state
sw-hear,hear,听见,/hɪə(r)/,sightwords,,hear
sw-later,later,后来,/ˈleɪtə(r)/,sightwords,,later
sw-miss,miss,想念；错过,/mɪs/,sightwords,,miss
sw-enough,enough,足够的,/ɪˈnʌf/,sightwords,,enough
sw-almost,almost,几乎,/ˈɔːlməʊst/,sightwords,,almost
sw-girl,girl,女孩,/ɡɜːl/,sightwords,,girl
sw-sometimes,sometimes,有时,/ˈsʌmtaɪmz/,sightwords,,sometimes
sw-talk,talk,说话,/tɔːk/,sightwords,,talk
sw-list,list,清单,/lɪst/,sightwords,,list
sw-song,song,歌曲,/sɒŋ/,sightwords,,song
sw-being,being,存在,/ˈbiːɪŋ/,sightwords,,being
sw-idea,idea,主意,/aɪˈdɪə/,sightwords,,idea
sw-body,body,身体,/ˈbɒdi/,sightwords,,body
sw-color,color,颜色,/ˈkʌlə(r)/,sightwords,,color
sw-stand,stand,站立,/stænd/,sightwords,,stand
sw-area,area,地区,/ˈeəriə/,sightwords,,area
sw-mark,mark,标记,/mɑːk/,sightwords,,mark
sw-birds,birds,鸟（bird 的复数）,/bɜːdz/,sightwords,,birds
sw-problem,problem,问题,/ˈprɒbləm/,sightwords,,problem
sw-complete,complete,完成,/kəmˈpliːt/,sightwords,,complete
sw-room,room,房间,/ruːm/,sightwords,,room
sw-knew,knew,知道（know 的过去式）,/njuː/,sightwords,,knew
sw-since,since,自从,/sɪns/,sightwords,,since
sw-ever,ever,曾经,/ˈevə(r)/,sightwords,,ever
sw-piece,piece,片；块,/piːs/,sightwords,,piece
sw-told,told,告诉（tell 的过去式）,/təʊld/,sightwords,,told
sw-usually,usually,通常,/ˈjuːʒuəli/,sightwords,,usually
sw-friends,friends,朋友们（friend 的复数）,/frendz/,sightwords,,friends
sw-heard,heard,听见（hear 的过去式）,/hɜːd/,sightwords,,heard
sw-order,order,顺序,/ˈɔːdə(r)/,sightwords,,order
sw-become,become,变成,/bɪˈkʌm/,sightwords,,become
sw-however,however,然而,/haʊˈevə(r)/,sightwords,,however
sw-hours,hours,小时（hour 的复数）,/ˈaʊəz/,sightwords,,hours
sw-whole,whole,全部的,/həʊl/,sightwords,,whole
sw-waves,waves,波浪（wave 的复数）,/weɪvz/,sightwords,,waves
sw-reached,reached,到达（reach 的过去式）,/riːtʃt/,sightwords,,reached
sw-friend,friend,朋友,/frend/,sightwords,,friend
sw-touch,touch,触摸,/tʌtʃ/,sightwords,,touch
sw-break,break,打破,/breɪk/,sightwords,,break
sw-instead,instead,代替,/ɪnˈsted/,sightwords,,instead
sw-trouble,trouble,麻烦,/ˈtrʌbl/,sightwords,,trouble
sw-box,box,盒子,/bɒks/,sightwords,,box
sw-yet,yet,还；尚,/jet/,sightwords,,yet
sw-able,able,能够,/ˈeɪbl/,sightwords,,able
sw-age,age,年龄,/eɪdʒ/,sightwords,,age
sw-minute,minute,分钟,/ˈmɪnɪt/,sightwords,,minute
sw-size,size,大小,/saɪz/,sightwords,,size
sw-interest,interest,兴趣,/ˈɪntrəst/,sightwords,,interest
sw-object,object,物品,/ˈɒbdʒɪkt/,sightwords,,object
sw-action,action,行动,/ˈækʃn/,sightwords,,action
sw-amount,amount,数量,/əˈmaʊnt/,sightwords,,amount
sw-reason,reason,原因,/ˈriːzn/,sightwords,,reason
sw-length,length,长度,/leŋθ/,sightwords,,length
sw-frame,frame,边框,/freɪm/,sightwords,,frame
sw-north,north,北,/nɔːθ/,sightwords,,north
sw-south,south,南,/saʊθ/,sightwords,,south
sw-east,east,东,/iːst/,sightwords,,east
sw-voice,voice,声音,/vɔɪs/,sightwords,,voice
sw-noise,noise,噪音,/nɔɪz/,sightwords,,noise
sw-human,human,人；人类,/ˈhjuːmən/,sightwords,,human
sw-machine,machine,机器,/məˈʃiːn/,sightwords,,machine
sw-glass,glass,玻璃,/ɡlɑːs/,sightwords,,glass
sw-wood,wood,木头,/wʊd/,sightwords,,wood
sw-ground,ground,地面,/ɡraʊnd/,sightwords,,ground
sw-ocean,ocean,海洋,/ˈəʊʃn/,sightwords,,ocean
sw-space,space,太空,/speɪs/,sightwords,,space
sw-winter,winter,冬天,/ˈwɪntə(r)/,sightwords,,winter
sw-summer,summer,夏天,/ˈsʌmə(r)/,sightwords,,summer
sw-autumn,autumn,秋天,/ˈɔːtəm/,sightwords,,autumn
sw-season,season,季节,/ˈsiːzn/,sightwords,,season
sw-travel,travel,旅行,/ˈtrævl/,sightwords,,travel
sw-clothes,clothes,衣服,/kləʊðz/,sightwords,,clothes
sw-kitchen,kitchen,厨房,/ˈkɪtʃɪn/,sightwords,,kitchen
sw-village,village,村庄,/ˈvɪlɪdʒ/,sightwords,,village
sw-office,office,办公室,/ˈɒfɪs/,sightwords,,office
sw-market,market,市场,/ˈmɑːkɪt/,sightwords,,market
sw-future,future,未来,/ˈfjuːtʃə(r)/,sightwords,,future
sw-nature,nature,大自然,/ˈneɪtʃə(r)/,sightwords,,nature
sw-valley,valley,山谷,/ˈvæli/,sightwords,,valley
sw-energy,energy,能量,/ˈenədʒi/,sightwords,,energy
sw-force,force,力,/fɔːs/,sightwords,,force
sw-power,power,力量,/ˈpaʊə(r)/,sightwords,,power
sw-weight,weight,重量,/weɪt/,sightwords,,weight
sw-speed,speed,速度,/spiːd/,sightwords,,speed
sw-distance,distance,距离,/ˈdɪstəns/,sightwords,,distance
sw-temperature,temperature,温度,/ˈtemprətʃə(r)/,sightwords,,temperature
sw-metal,metal,金属,/ˈmetl/,sightwords,,metal
sw-silver,silver,银,/ˈsɪlvə(r)/,sightwords,,silver
sw-gold,gold,金子,/ɡəʊld/,sightwords,,gold
sw-iron,iron,铁,/ˈaɪən/,sightwords,,iron
sw-cotton,cotton,棉花,/ˈkɒtn/,sightwords,,cotton
sw-wool,wool,羊毛,/wʊl/,sightwords,,wool
sw-leather,leather,皮革,/ˈleðə(r)/,sightwords,,leather
sw-plastic,plastic,塑料,/ˈplæstɪk/,sightwords,,plastic
sw-rubber,rubber,橡胶,/ˈrʌbə(r)/,sightwords,,rubber
sw-mind,mind,头脑,/maɪnd/,sightwords,,mind
sw-skin,skin,皮肤,/skɪn/,sightwords,,skin
sw-stomach,stomach,胃,/ˈstʌmək/,sightwords,,stomach
sw-elbow,elbow,手肘,/ˈelbəʊ/,sightwords,,elbow
sw-neck,neck,脖子,/nek/,sightwords,,neck
sw-game,game,游戏,/ɡeɪm/,sightwords,,game
sw-coin,coin,硬币,/kɔɪn/,sightwords,,coin
sw-town,town,城镇,/taʊn/,sightwords,,town
sw-road,road,马路,/rəʊd/,sightwords,,road
sw-poem,poem,诗,/ˈpəʊɪm/,sightwords,,poem
sw-sky,sky,天空,/skaɪ/,sightwords,,sky
at-mat,mat,垫子,/mæt/,wordfamilies,,mat
at-fat,fat,胖的,/fæt/,wordfamilies,,fat
at-sat,sat,坐（sit 的过去式）,/sæt/,wordfamilies,,sat
at-pat,pat,轻拍,/pæt/,wordfamilies,,pat
an-man,man,男人,/mæn/,wordfamilies,,man
an-can,can,能；会,/kæn/,wordfamilies,,can
an-fan,fan,风扇；粉丝,/fæn/,wordfamilies,,fan
an-ran,ran,跑（run 的过去式）,/ræn/,wordfamilies,,ran
ap-nap,nap,小睡,/næp/,wordfamilies,,nap
ap-tap,tap,水龙头,/tæp/,wordfamilies,,tap
